id,text,username,timestamp,permalink,media_type,media_url,reply_length,has_text,is_nested,manual_sentiment,is_tagged,cleaned_text,emojis,emoji_count,has_question,has_exclamation,has_caps,word_count,char_count,positive_keywords,negative_keywords,punctuation_count,avg_word_length,sentence_count,hour,ml_sentiment,ml_confidence,ml_probabilities,ml_prob_negative,ml_prob_neutral,ml_prob_positive,model_type
17941318188029045,"The pinnacle of health, ladies and gentleman.",hsvdhdurhdb,2025-08-10 21:45:46+00:00,https://www.threads.com/@hsvdhdurhdb/post/DNMKiUtxMFX,IMAGE,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/529578901_17856376071482919_4300490514584251138_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=GlYIXQaFn_0Q7kNvwHlT6U8&_nc_oc=Adlofem7ZaM5_t_8UIo6KRqxKd8Frm4oxd67YVawoyr0wDoHuXaJ4h5ZFqJ6Ovyhi_CiXV89gBJbtBujo7AcRDVK&_nc_zt=23&_nc_ht=scontent-sjc6-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=1g2gbBYgOdJikulcZ-lRlQ&oh=00_AfVZ3YxE_As1MHavNUurPZG1tA__qeKegsQ0yebrDyTcQw&oe=68B2D38C,45,True,False,,no,the pinnacle health ladie and gentleman,,0,False,False,False,7,45,0,0,2,5.571428571428571,1,21,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
18171200296347722,Gayest lamest rage bait lmaooo,humbertocobian.1,2025-08-11 08:15:22+00:00,https://www.threads.com/@humbertocobian.1/post/DNNSlq7OBju,TEXT_POST,,30,True,False,,no,gay lam rage bait lmaooo,,0,False,False,False,5,30,1,0,0,5.2,1,8,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
18053188229616404,"Imagine being obese and advocating for sugar and soda. 😂😂😂😂 but nah, we pay for it, we should decide on what you can and cannot have. You’re a handout loser",hunter_mack12,2025-08-10 23:33:09+00:00,https://www.threads.com/@hunter_mack12/post/DNMW00zsw6O,TEXT_POST,,156,True,False,,no,imagine being obese and advocat for sugar and soda but nah pay for should decide what you can and cannot have you handout los,😂😂😂😂,1,False,False,False,29,156,0,1,4,4.241379310344827,3,23,negative,0.9,"{np.str_('negative'): 0.9, np.str_('neutral'): 0.03, np.str_('positive'): 0.07}",0.9,0.03,0.07,traditional
18039269132383386,What dumbass shit did I just stumble upon,i_am_grossdude,2025-08-11 04:25:21+00:00,https://www.threads.com/@i_am_grossdude/post/DNM4Q71O-EL,TEXT_POST,,41,True,False,,no,what dumbas shit did just stumble upon,,0,False,False,False,8,41,0,1,0,4.25,1,4,negative,0.94,"{np.str_('negative'): 0.94, np.str_('neutral'): 0.04, np.str_('positive'): 0.02}",0.94,0.04,0.02,traditional
18073421354002549,LOL. Of course a fatass would advocate for government subsidies on sugary products.,iamandge2,2025-08-10 16:36:58+00:00,https://www.threads.com/@iamandge2/post/DNLnMjfJSpl,TEXT_POST,,83,True,False,,no,lol course fatas would advocate for government subsidie sugary product,,0,False,False,True,13,83,0,0,2,5.461538461538462,2,16,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
17843370747554275,"As a child who grew up homeless and on gov assistance….who became severely obese…. Then took accountability and lost the weight…. You’re sooooo wrong on so manly levels, it’s truly shocking.",iamthechellybean,2025-08-10 06:15:13+00:00,https://www.threads.com/@iamthechellybean/post/DNKgCv4NXAF,TEXT_POST,,190,True,False,,no,child who grew homeles and gov assistance who became severe obese then took accountability and lost the weight you sooooo wrong man level tru shock,,0,False,False,False,31,190,0,1,5,5.161290322580645,4,6,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
18054645185574632,Sorry Theresa but eat a fuckin apple 🍎,iansams,2025-08-10 15:01:05+00:00,https://www.threads.com/@iansams/post/DNLcOP8RxLS,TEXT_POST,,38,True,False,,no,sorry theresa but eat fuckin apple,🍎,1,False,False,False,7,38,0,0,0,4.285714285714286,1,15,negative,0.77,"{np.str_('negative'): 0.77, np.str_('neutral'): 0.21, np.str_('positive'): 0.02}",0.77,0.21,0.02,traditional
18380483881126086,"I don’t think a person who looks like an overstuffed sausage should be telling anyone anything about food, health, or money.",idiotsaboundandyouareoneofthem,2025-08-10 10:59:33+00:00,https://www.threads.com/@idiotsaboundandyouareoneofthem/post/DNLAlNTOCeC,TEXT_POST,,124,True,False,,no,don think person who look like overstuff sausage should tell anyone anyth about food health money,,0,False,False,False,21,124,0,0,3,4.9523809523809526,1,10,negative,0.81,"{np.str_('negative'): 0.81, np.str_('neutral'): 0.0, np.str_('positive'): 0.19}",0.81,0.0,0.19,traditional
17853498423507033,I think we all understand why you’re fat. So many better options that a soda for $3. You can get about 6 bananas or a Loaf of bread. A half dozen eggs.,igee1769,2025-08-10 16:10:59+00:00,https://www.threads.com/@igee1769/post/DNLkORBxtmf,TEXT_POST,,151,True,False,,no,think all understand why you fat many bett option that soda for you can get about banana loaf bread half dozen egg,,0,False,False,False,32,151,0,0,4,3.75,4,16,negative,0.79,"{np.str_('negative'): 0.79, np.str_('neutral'): 0.05, np.str_('positive'): 0.16}",0.79,0.05,0.16,traditional
18088731169704121,if they only gave 3 left to buy a sugary soda … bad choices were made prior.,ihave3canines,2025-08-10 16:40:57+00:00,https://www.threads.com/@ihave3canines/post/DNLnptcOqpT,TEXT_POST,,76,True,False,,no,they only gave left buy sugary soda bad choice were made prior,,0,False,False,False,17,76,0,1,1,3.5294117647058822,1,16,negative,0.74,"{np.str_('negative'): 0.74, np.str_('neutral'): 0.23, np.str_('positive'): 0.03}",0.74,0.23,0.03,traditional
18039587291662622,I’m confused. How are you a software engineer and an engineering manager but on ebt? Is this ragebait 🤔,iknowsometech,2025-08-11 02:29:02+00:00,https://www.threads.com/@iknowsometech/post/DNMq8-BNqoy,TEXT_POST,,103,True,False,,no,confus how are you software engine and engineer manag but ebt thi ragebait,🤔,1,True,False,False,18,103,0,0,2,4.666666666666667,3,2,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.04, np.str_('positive'): 0.01}",0.95,0.04,0.01,traditional
18096279691715673,"In all seriousness stock cubes or, I think, something like boullioun(?) cubes in america are absolutely brilliant if you have access to a kettle and water.
Salt, some small amount of nutrition and warmth are really valuable if you're poor and food is scarce.",in.transit.again,2025-08-10 17:48:18+00:00,https://www.threads.com/@in.transit.again/post/DNLvXCNMuDy,TEXT_POST,,259,True,False,,no,all seriousnes stock cube think someth like boullioun cube america are absolute brilliant you have acces kettle and wat salt some small amount nutrition and warmth are real valuable you poor and food scarce,,0,True,False,False,44,259,3,0,6,4.886363636363637,3,17,negative,0.85,"{np.str_('negative'): 0.85, np.str_('neutral'): 0.01, np.str_('positive'): 0.14}",0.85,0.01,0.14,traditional
18040795136368683,Lady you look fat af,io712_,2025-08-10 17:56:48+00:00,https://www.threads.com/@io712_/post/DNLwVO0vh0y,TEXT_POST,,20,True,False,,no,lady you look fat,,0,False,False,False,5,20,0,0,0,3.2,1,17,negative,0.86,"{np.str_('negative'): 0.86, np.str_('neutral'): 0.14, np.str_('positive'): 0.0}",0.86,0.14,0.0,traditional
18070835989886784,For $3 I can make enough pasta to eat for 4 days are you stupid?,ipa_girl23,2025-08-10 15:32:44+00:00,https://www.threads.com/@ipa_girl23/post/DNLf2KlxZ-0,TEXT_POST,,64,True,False,,no,for can make enough pasta eat for day are you stupid,,0,True,False,False,15,64,0,2,1,3.3333333333333335,1,15,negative,0.77,"{np.str_('negative'): 0.77, np.str_('neutral'): 0.09, np.str_('positive'): 0.14}",0.77,0.09,0.14,traditional
18054240425159871,Add sugar to your water if all you want is “ sugar and liquid”. Maybe use a food bank instead of soda to stave off hunger.,itskarlaw,2025-08-10 17:25:23+00:00,https://www.threads.com/@itskarlaw/post/DNLsvLYJmVi,TEXT_POST,,122,True,False,,no,add sugar your wat all you want sugar and liquid maybe use food bank instead soda stave off hung,,0,False,False,False,26,122,0,0,2,3.730769230769231,2,17,negative,0.97,"{np.str_('negative'): 0.97, np.str_('neutral'): 0.03, np.str_('positive'): 0.0}",0.97,0.03,0.0,traditional
17976491459750791,"If you don’t want to hear from “the peanut gallery”, don’t post things on  a public forum.",itskarlaw,2025-08-10 17:27:54+00:00,https://www.threads.com/@itskarlaw/post/DNLtBlYplq-,90,TRUE,90,True,,,no,you don want hear from the peanut gallery don post thing public forum,,0,False,False,False,17,90,0,0,2,4.294117647058823,1,17,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.04, np.str_('positive'): 0.01}",0.95,0.04,0.01,traditional
18090029953674373,"My brother was homeless (by choice) and he found churches that fed the homeless, and helped clean up to help out. There are options, you just have to find them.",itskarlaw,2025-08-10 17:29:29+00:00,https://www.threads.com/@itskarlaw/post/DNLtNPCJkxx,160,TRUE,160,True,,,no,broth was homeles choice and found churche that fed the homeles and help clean help out there are option you just have find them,,0,False,False,False,30,160,0,0,4,4.366666666666666,2,17,negative,0.9,"{np.str_('negative'): 0.9, np.str_('neutral'): 0.0, np.str_('positive'): 0.1}",0.9,0.0,0.1,traditional
17976491459750791,"If you don’t want to hear from “the peanut gallery”, don’t post things on  a public forum.",itskarlaw,2025-08-10 17:27:54+00:00,https://www.threads.com/@itskarlaw/post/DNLtBlYplq-,90,TRUE,90,True,,,no,you don want hear from the peanut gallery don post thing public forum,,0,False,False,False,17,90,0,0,2,4.294117647058823,1,17,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.04, np.str_('positive'): 0.01}",0.95,0.04,0.01,traditional
18284384833257112,There’s no way this isn’t a troll account,itswesbarnes,2025-08-11 11:16:29+00:00,https://www.threads.com/@itswesbarnes/post/DNNnUJaRH_P,TEXT_POST,,41,True,False,,no,there way thi isn troll account,,0,False,False,False,8,41,0,1,0,4.25,1,11,negative,0.97,"{np.str_('negative'): 0.97, np.str_('neutral'): 0.03, np.str_('positive'): 0.0}",0.97,0.03,0.0,traditional
18073403378046635,You are obese. Your opinion that Soda is a healthy way to stave of hunger is laughable and a clear indicator or why you are so obese. Clearly not educated or cared for in a proper way.,itwasntmervd,2025-08-10 01:16:44+00:00,https://www.threads.com/@itwasntmervd/post/DNJ94g0uj2s,TEXT_POST,,184,True,False,,no,you are obese your opinion that soda healthy way stave hung laughable and clear indicator why you are obese clear not educat car for prop way,,0,False,False,False,37,184,0,1,3,4.0,3,1,negative,0.94,"{np.str_('negative'): 0.94, np.str_('neutral'): 0.02, np.str_('positive'): 0.04}",0.94,0.02,0.04,traditional
18140005954418878,"$3 buys beans, rice, oatmeal, pasta, keep being a brat.",izzyluttrell11,2025-08-10 12:45:09+00:00,https://www.threads.com/@izzyluttrell11/post/DNLMqvwNG4M,TEXT_POST,,55,True,False,,no,buy bean rice oatmeal pasta keep being brat,,0,False,False,False,10,55,0,0,5,4.6,1,12,negative,0.75,"{np.str_('negative'): 0.75, np.str_('neutral'): 0.25, np.str_('positive'): 0.0}",0.75,0.25,0.0,traditional
18051836165530332,Sugar will make you more hungry.,j.nelly77,2025-08-11 11:08:14+00:00,https://www.threads.com/@j.nelly77/post/DNNmXrbukaD,TEXT_POST,,32,True,False,,no,sugar will make you more hungry,,0,False,False,False,6,32,0,0,1,4.5,1,11,negative,0.89,"{np.str_('negative'): 0.89, np.str_('neutral'): 0.0, np.str_('positive'): 0.11}",0.89,0.0,0.11,traditional
18030288284696899,What the fuck,jacobhuckaby,2025-08-10 15:35:50+00:00,https://www.threads.com/@jacobhuckaby/post/DNLgM1TxJD9,TEXT_POST,,13,True,False,,no,what the fuck,,0,False,False,False,3,13,0,0,0,3.6666666666666665,1,15,negative,0.9,"{np.str_('negative'): 0.9, np.str_('neutral'): 0.1, np.str_('positive'): 0.0}",0.9,0.1,0.0,traditional
17935953273059117,😂😂😂😂,james.merriman.75,2025-08-10 14:32:13+00:00,https://www.threads.com/@james.merriman.75/post/DNLY63IR63G,TEXT_POST,,4,True,False,,no,,😂😂😂😂,1,False,False,False,0,4,0,0,0,0.0,1,14,negative,0.52,"{np.str_('negative'): 0.52, np.str_('neutral'): 0.48, np.str_('positive'): 0.0}",0.52,0.48,0.0,traditional
18523197700056026,Milk is an even better choice- a fast liquid with protein & nutrients.,janetrosendahl,2025-08-10 05:07:21+00:00,https://www.threads.com/@janetrosendahl/post/DNKYRsXteMG,TEXT_POST,,70,True,False,,no,milk even bett choice fast liquid with protein nutrient,,0,False,False,False,13,70,0,0,1,4.461538461538462,1,5,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
17944325792901001,"Based on the face in your profile pic, I’m not surprised you feel this way. You want sugar? Buy an apple.",jasonkeebler97,2025-08-10 20:48:56+00:00,https://www.threads.com/@jasonkeebler97/post/DNMEB_MJKQb,TEXT_POST,,105,True,False,,no,bas the face your profile pic not surpris you feel thi way you want sugar buy apple,,0,True,False,False,21,105,0,1,4,4.0476190476190474,3,20,negative,0.94,"{np.str_('negative'): 0.94, np.str_('neutral'): 0.04, np.str_('positive'): 0.02}",0.94,0.04,0.02,traditional
18082579717700646,Or autism. Many autistic people struggle with texture issues,jasper_the_lonely_ghost,2025-08-10 05:29:08+00:00,https://www.threads.com/@jasper_the_lonely_ghost/post/DNKaxLjOlAo,60,TRUE,60,True,,,no,autism many autistic people struggle with texture issue,,0,False,False,False,9,60,0,0,1,5.777777777777778,2,5,negative,0.94,"{np.str_('negative'): 0.94, np.str_('neutral'): 0.0, np.str_('positive'): 0.06}",0.94,0.0,0.06,traditional
17940861048044067,This is wildly ignorant.,jayfrankmutti,2025-08-10 06:40:14+00:00,https://www.threads.com/@jayfrankmutti/post/DNKi568u4Ea,TEXT_POST,,24,True,False,,no,thi wild ignorant,,0,False,False,False,4,24,0,1,1,5.25,1,6,negative,0.99,"{np.str_('negative'): 0.99, np.str_('neutral'): 0.01, np.str_('positive'): 0.0}",0.99,0.01,0.0,traditional
18088207180785749,"If they need sugar, juice has sugar. You can literally buy juice.......juice is way more healthy than soda and has more beneficial nutrients. Maybe you should of chose juice instead as well. Also have budgeted well enough to spend very little and still eat healthy. Learning how to shop should be the argument.",jboneizfamouz,2025-08-10 14:24:39+00:00,https://www.threads.com/@jboneizfamouz/post/DNLYDabxlXH,TEXT_POST,,310,True,False,,no,they need sugar juice has sugar you can literal buy juice juice way more healthy than soda and has more beneficial nutrient maybe you should chose juice instead well also have budget well enough spend very little and still eat healthy learn how shop should the argument,,0,False,False,False,53,310,0,1,13,4.867924528301887,6,14,negative,0.92,"{np.str_('negative'): 0.92, np.str_('neutral'): 0.01, np.str_('positive'): 0.07}",0.92,0.01,0.07,traditional
18048708770541779,Quite possibly the stupidest post ever.,jburg_710,2025-08-10 19:16:48+00:00,https://www.threads.com/@jburg_710/post/DNL5fP6Jlc7,TEXT_POST,,39,True,False,,no,quite possib the stupid post ever,,0,False,False,False,6,39,0,1,1,5.666666666666667,1,19,negative,0.97,"{np.str_('negative'): 0.97, np.str_('neutral'): 0.03, np.str_('positive'): 0.0}",0.97,0.03,0.0,traditional
18131217379401569,let them choose how they receive assistance lol,jcbeasy,2025-08-10 21:41:19+00:00,https://www.threads.com/@jcbeasy/post/DNMKBoex-fw,TEXT_POST,,47,True,False,,no,let them choose how they receive assistance lol,,0,False,False,False,8,47,0,0,0,5.0,1,21,negative,0.99,"{np.str_('negative'): 0.99, np.str_('neutral'): 0.01, np.str_('positive'): 0.0}",0.99,0.01,0.0,traditional
18070529972124303,You just may win the award for the stupidest thing that someone said on the Internet today.,jedi4141,2025-08-11 00:44:01+00:00,https://www.threads.com/@jedi4141/post/DNMe709MnBp,TEXT_POST,,91,True,False,,no,you just may win the award for the stupid thing that someone said the internet today,,0,False,False,False,17,91,0,1,1,4.411764705882353,1,0,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.02, np.str_('positive'): 0.03}",0.95,0.02,0.03,traditional
18131549428447713,"🤣 🤡 

Drink a smoothie 
eat fruit 
Drink OJ
Gatorade 
Powerade 

Y’all are seriously failing at making compelling arguments to keep shitty ass food on snap benefits. 

It’s tragically hysterical.",jeepgirlpa,2025-08-10 12:27:55+00:00,https://www.threads.com/@jeepgirlpa/post/DNLKse-OJYg,TEXT_POST,,205,True,False,,no,drink smoothie eat fruit drink gatorade powerade all are serious fail mak compell argument keep shitty ass food snap benefit tragical hysterical,🤣🤡,2,False,False,False,28,205,0,1,2,5.535714285714286,2,12,negative,0.56,"{np.str_('negative'): 0.56, np.str_('neutral'): 0.31, np.str_('positive'): 0.13}",0.56,0.31,0.13,traditional
18057594809108338,Soda is the worse to stave off hunger. $3 can buy several pieces of fruit,jeeplady1951,2025-08-10 19:21:51+00:00,https://www.threads.com/@jeeplady1951/post/DNL6EN8Pas6,TEXT_POST,,73,True,False,,no,soda the worse stave off hung can buy several piece fruit,,0,False,False,False,15,73,0,0,1,3.933333333333333,2,19,negative,0.73,"{np.str_('negative'): 0.73, np.str_('neutral'): 0.27, np.str_('positive'): 0.0}",0.73,0.27,0.0,traditional
18056991710095759,Homeless doesnt change anything for the medical people on snap have the same medical benefits to cover that ...why don't you people just admit that you're all just leaches of the system and think you're entitled,jeffries2389,2025-08-10 19:18:16+00:00,https://www.threads.com/@jeffries2389/post/DNL5p9eSd4F,211,TRUE,211,True,,,no,homeles doesnt change anyth for the medical people snap have the same medical benefit cov that why don you people just admit that you all just leache the system and think you entitl,,0,False,False,False,36,211,0,0,3,4.888888888888889,2,19,negative,0.77,"{np.str_('negative'): 0.77, np.str_('neutral'): 0.0, np.str_('positive'): 0.23}",0.77,0.0,0.23,traditional
18065623969973065,Simple solution end the snap program and bring back goverment food commodities,jeffries2389,2025-08-10 19:19:36+00:00,https://www.threads.com/@jeffries2389/post/DNL5zuoyAAT,78,TRUE,78,True,,,no,simple solution end the snap program and bring back goverment food commoditie,,0,False,False,False,12,78,0,0,0,5.583333333333333,1,19,negative,0.99,"{np.str_('negative'): 0.99, np.str_('neutral'): 0.0, np.str_('positive'): 0.01}",0.99,0.0,0.01,traditional
18049501430561625,"Absolutely not. This is idiotic. $3 could buy a whole can of spam or two cans of soup at dollar tree. And sugar does not “stave off hunger”. 

You can make your own choices with your own money.",jennibklapp,2025-08-10 20:14:37+00:00,https://www.threads.com/@jennibklapp/post/DNMAGr-R5Fu,TEXT_POST,,195,True,False,,no,absolute not thi idiotic could buy whole can spam two can soup dollar tree and sugar doe not stave off hung you can make your own choice with your own money,,0,False,False,False,38,195,1,2,5,4.052631578947368,5,20,negative,0.6,"{np.str_('negative'): 0.6, np.str_('neutral'): 0.1, np.str_('positive'): 0.3}",0.6,0.1,0.3,traditional
18171415573356091,"Canned tuna,  canned beans,  frozen vegetables. Even canned or flavored water is cheaper and better for you. If you aren't homeless but have a kitchen, you can get a pound of ground beef for less than $4 that will feed you several meals.",jenniesue07,2025-08-10 09:00:29+00:00,https://www.threads.com/@jenniesue07/post/DNKy9IyuLsJ,TEXT_POST,,237,True,False,,no,cann tuna cann bean frozen vegetable even cann flavor wat cheap and bett for you you aren homeles but have kitchen you can get pound ground beef for les than that will feed you several meal,,0,False,False,False,43,237,0,0,6,4.488372093023256,3,9,negative,0.79,"{np.str_('negative'): 0.79, np.str_('neutral'): 0.06, np.str_('positive'): 0.15}",0.79,0.06,0.15,traditional
18068329865145151,"You are welcome to make your own choices with your own money. You know what also has restrictions on spending money? SBA loans. I can’t take out an SBA loan for one purpose and then spend it on an unrelated businesss. Take government backed funds, get government rules on how it’s spent.",jennybkeener,2025-08-10 12:13:06+00:00,https://www.threads.com/@jennybkeener/post/DNLI_-tgmpd,TEXT_POST,,287,True,False,,no,you are welcome make your own choice with your own money you know what also has restriction spend money sba loan can take out sba loan for one purpose and then spend unrelat business take government back fund get government rule how spent,,0,True,False,True,52,287,0,1,6,4.538461538461538,5,12,negative,0.75,"{np.str_('negative'): 0.75, np.str_('neutral'): 0.02, np.str_('positive'): 0.23}",0.75,0.02,0.23,traditional
17959381559822567,You could not see another meal for 11 weeks and as long as you had water you’d come out healthier on the other side. You don’t need a sody pop.,jeremiahlambfx,2025-08-10 20:31:36+00:00,https://www.threads.com/@jeremiahlambfx/post/DNMCDHPuc_v,143,TRUE,143,True,,,no,you could not see anoth meal for week and long you had wat you come out healthi the oth side you don need sody pop,,0,False,False,False,30,143,0,1,2,3.8,2,20,negative,0.59,"{np.str_('negative'): 0.59, np.str_('neutral'): 0.25, np.str_('positive'): 0.16}",0.59,0.25,0.16,traditional
17959381559822567,You could not see another meal for 11 weeks and as long as you had water you’d come out healthier on the other side. You don’t need a sody pop.,jeremiahlambfx,2025-08-10 20:31:36+00:00,https://www.threads.com/@jeremiahlambfx/post/DNMCDHPuc_v,143,TRUE,143,True,,,no,you could not see anoth meal for week and long you had wat you come out healthi the oth side you don need sody pop,,0,False,False,False,30,143,0,1,2,3.8,2,20,negative,0.59,"{np.str_('negative'): 0.59, np.str_('neutral'): 0.25, np.str_('positive'): 0.16}",0.59,0.25,0.16,traditional
18121851367490971,Look another fat pig with TDS,jeremykoch48,2025-08-09 23:23:46+00:00,https://www.threads.com/@jeremykoch48/post/DNJw9PSJ2_6,TEXT_POST,,29,True,False,,no,look anoth fat pig with tds,,0,False,False,True,6,29,0,1,0,4.0,1,23,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.05, np.str_('positive'): 0.0}",0.95,0.05,0.0,traditional
17859275325466170,"The key is to not end up like that, it’s not supposed to be an attractive option…..",jetup96,2025-08-09 23:10:56+00:00,https://www.threads.com/@jetup96/post/DNJvfMXx3BN,TEXT_POST,,83,True,False,,no,the key not end like that not suppos attractive option,,0,False,False,False,17,83,0,1,3,3.9411764705882355,1,23,negative,0.84,"{np.str_('negative'): 0.84, np.str_('neutral'): 0.16, np.str_('positive'): 0.0}",0.84,0.16,0.0,traditional
18057671732597217,Lmfaoooooo this is why you’re probably still fat and broke 🤣🤣🤣🤣🤣🤣,jhrmrl_,2025-08-09 21:18:09+00:00,https://www.threads.com/@jhrmrl_/post/DNJilKUuR4u,TEXT_POST,,65,True,False,,no,lmfaoooooo thi why you probab still fat and broke,🤣🤣🤣🤣🤣🤣,1,False,False,False,10,65,0,0,0,4.9,1,21,negative,0.85,"{np.str_('negative'): 0.85, np.str_('neutral'): 0.15, np.str_('positive'): 0.0}",0.85,0.15,0.0,traditional
17900392785251750,"From the look of things, soda isn’t your only problem…..",jjbizzle1,2025-08-10 15:10:21+00:00,https://www.threads.com/@jjbizzle1/post/DNLdSH4RJtS,TEXT_POST,,56,True,False,,no,from the look thing soda isn your only problem,,0,False,False,False,10,56,0,0,3,4.7,1,15,negative,0.99,"{np.str_('negative'): 0.99, np.str_('neutral'): 0.01, np.str_('positive'): 0.0}",0.99,0.01,0.0,traditional
18124963825462491,Same energy:,jmorrison_shooting,2025-08-09 21:30:37+00:00,https://www.threads.com/@jmorrison_shooting/post/DNJkAcVRGh7,IMAGE,https://scontent-sjc3-1.cdninstagram.com/v/t51.82787-15/530102430_17905770213212310_4683046739097846232_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=z0TG-gSfkTgQ7kNvwF8W7Qq&_nc_oc=AdmobT22INiYKhbr8evto1rUwiRDIf_CMazkroNPwWLgn86NyVzqyU5LvCr0h2CSO86GigUuEUQQwhXefRbFxBd_&_nc_zt=23&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=d3OjOzxKf3SDz5GePqmCPQ&oh=00_AfX4OAsskiQG8zwH8rGaq7Ejbq-LefIpzV_FOtJ5lRSoPA&oe=68B2F69A,12,True,False,,no,same energy,,0,False,False,False,2,12,0,0,1,5.5,1,21,negative,0.9,"{np.str_('negative'): 0.9, np.str_('neutral'): 0.1, np.str_('positive'): 0.0}",0.9,0.1,0.0,traditional
17885465556340928,You can afford to skip the soda.,jmorrison_shooting,2025-08-09 21:11:59+00:00,https://www.threads.com/@jmorrison_shooting/post/DNJh4BCxRgy,IMAGE,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/529290188_17905769175212310_6871310523400503620_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=P6xTX5pzcUIQ7kNvwGMHt1D&_nc_oc=AdnUIr6C9ZAM0CZt5clJ8eRtiXwWxD_PJnlAQbcVu4O-9rPYS8hAuL0L8GDUfH-ccqEm3J4y24oi0QkY7l0SwLa9&_nc_zt=23&_nc_ht=scontent-sjc6-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=d3OjOzxKf3SDz5GePqmCPQ&oh=00_AfWEtG1KYaGA8OuNGikOjDml7luj1RfrVg08eL_q_J4emw&oe=68B2FF37,32,True,False,,no,you can afford skip the soda,,0,False,False,False,7,32,0,0,1,3.7142857142857144,1,21,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
17943136542040364,I’m literally hypoglycemic. The last time I had a soda was in college in 1994. Soda and refined sugars are awful for a hypoglycemic.,jmorrison_shooting,2025-08-09 22:36:22+00:00,https://www.threads.com/@jmorrison_shooting/post/DNJrh_VA7ov,132,TRUE,132,True,,,no,literal hypoglycemic the last time had soda was college 1994 soda and refin sugar are awful for hypoglycemic,,0,False,False,False,24,132,0,1,3,4.541666666666667,3,22,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
18062208782359831,I’ve often said Trump could say the sky is blue and people would find away to disagree. This comes as close to that as humanly possible and I think proves me right….,joecomings,2025-08-10 04:57:02+00:00,https://www.threads.com/@joecomings/post/DNKXGGeu2BC,TEXT_POST,,165,True,False,,no,often said trump could say the sky blue and people would find away disagree thi come close that human possible and think prove right,,0,False,False,False,32,165,2,1,2,4.1875,2,4,negative,0.74,"{np.str_('negative'): 0.74, np.str_('neutral'): 0.02, np.str_('positive'): 0.24}",0.74,0.02,0.24,traditional
18371746825196362,Lay off the soda Theresa it’s getting to your brain,john_connolly22,2025-08-10 12:39:06+00:00,https://www.threads.com/@john_connolly22/post/DNLL-X8Ruo3,TEXT_POST,,51,True,False,,no,lay off the soda theresa gett your brain,,0,False,False,False,10,51,0,0,0,4.2,1,12,negative,0.99,"{np.str_('negative'): 0.99, np.str_('neutral'): 0.01, np.str_('positive'): 0.0}",0.99,0.01,0.0,traditional
17864309001444162,Of course type 2 would be for it. Why am I not surprised?,john_e_zoidburg_,2025-08-11 01:54:42+00:00,https://www.threads.com/@john_e_zoidburg_/post/DNMnBgXM8KY,TEXT_POST,,57,True,False,,no,course type would for why not surpris,,0,True,False,False,13,57,0,1,2,3.4615384615384617,2,1,negative,0.91,"{np.str_('negative'): 0.91, np.str_('neutral'): 0.09, np.str_('positive'): 0.0}",0.91,0.09,0.0,traditional
17973415397764465,What are you doing all this complaining under Biden? Cause don’t blame it on Trump.,johnbaggettjr,2025-08-10 15:55:19+00:00,https://www.threads.com/@johnbaggettjr/post/DNLibdT15Od,TEXT_POST,,83,True,False,,no,what are you doing all thi complain und biden cause don blame trump,,0,True,False,False,15,83,0,0,2,4.6,2,15,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.03, np.str_('positive'): 0.01}",0.96,0.03,0.01,traditional
